text,intent
Cannot find my bank in netbanking option,banking_option_missing
Bank is not supported by you,banking_option_missing
Bank is not present in the options,banking_option_missing
You do no support my bank,banking_option_missing
Would I need an account with a specific bank to make the loan application?,banking_option_missing
Will I need an account of a specific bank for making the loan application as I cannot find my current bank in net banking option?,banking_option_missing
Why is my bank not showing in the online banking choice?,banking_option_missing
Why is my bank not showing in the net banking option,banking_option_missing
Why is my bank not present in Net banking option?,banking_option_missing
Why is my bank is not present in net banking option?,banking_option_missing
Why is my bank is not present in net banking choices?,banking_option_missing
Why is my bank is not available in net banking option?,banking_option_missing
There is not my bank is net banking option?,banking_option_missing
There are Issues with net banking,banking_option_missing
Some Issues coming with net banking,banking_option_missing
Please tell me why is my current bank not present in net banking option?,banking_option_missing
Please tell me why is my curent bank not present in net banking option?,banking_option_missing
Please tell me why is my curent bank not available in net banking option?,banking_option_missing
"Actually the business category I'm in is not present in the choices, What should I do?",biz_category_missing
"Actualy the business category I'm in is not present in the options, What should I do?",biz_category_missing
if my business category is not present in the options,biz_category_missing
Industry Type is not there in the options.,biz_category_missing
"In the business category my business is not listed, What to do?",biz_category_missing
"In the business type my business is not listed, What to do?",biz_category_missing
In the options cannot find Industry Type.,biz_category_missing
"In the options provided business category is not present, What should I do?",biz_category_missing
"My biz category is missing in the options, What can I do?",biz_category_missing
"My Business category is missing in the choices, What can I do?",biz_category_missing
My Business category is missing in the options.,biz_category_missing
"My Business category is missing in the options, What can I do?",biz_category_missing
My business category is not there.,biz_category_missing
My business category missing from the options.,biz_category_missing
My business if different form the choices,biz_category_missing
My business is not listed in the options.,biz_category_missing
My business is not present on the category options.,biz_category_missing
My business is not there in category,biz_category_missing
"My Business type is missing in the options, What can I do?",biz_category_missing
The business I'm in is not there on the category list,biz_category_missing
"What can I do, even if my business category is not present in the choices?",biz_category_missing
"What can I do, even if my business category is not present in the options?",biz_category_missing
What should I enter if my biz type is not presented in the options?,biz_category_missing
"Business category is not there in the options, Which option should I chosse now ?",biz_category_missing
Business category missing from the options,biz_category_missing
Business category missing from the options. What should I do?,biz_category_missing
I want to open a business,biz_new
I want to open an enterprise,biz_new
I want to start a business.,biz_new
I want to start a service,biz_new
I want to start a small business can you give me loan?,biz_new
I want to start my business so need loan,biz_new
I want to start my own enterprise,biz_new
Loan available for company less than one year,biz_new
Loan available for setting up new business,biz_new
Loan for new business?,biz_new
Loan give to start business now?,biz_new
Loan is available for new businesses?,biz_new
My business is new,biz_new
My business is relatively new,biz_new
my company is started 1 month before,biz_new
My company just started months ago,biz_new
Need to start own venture,biz_new
New business can get loan?,biz_new
New businesses can also apply for loans?,biz_new
New businesses can get loans?,biz_new
Can any fresher apply for loan?,biz_new
New company can apply for loan?,biz_new
Newly opened company,biz_new
New venture can get loan?,biz_new
Now starting a new business,biz_new
Recently started my company,biz_new
Sir I have opened new business,biz_new
Started my company last month,biz_new
Starting a business now,biz_new
Starting a new business,biz_new
The business I have is not so old,biz_new
The business is relatively new,biz_new
To start a business can you give me loan?,biz_new
Want to build a new empire,biz_new
Want to start a business,biz_new
Want to start a business and need loan for that,biz_new
Want to start a new venture,biz_new
Want to start business needs loan for that,biz_new
What to start new business for which I want loan?,biz_new
Will you me loan to start my own business?,biz_new
Would like to start a small company. Need loan for that.,biz_new
New in business so can I get loan?,biz_new
Apna business open karna hai sir,biz_new
Business start karna hai,biz_new
Business shuru karna hai,biz_new
this is my first business,biz_new
I am starting an online business,biz_new
Can a new business get a loan from you?,biz_new
Is Loan good for my business?,biz_simpler
Is abcd company direct right for my business?,biz_simpler
Is abcd company direct good for my business?,biz_simpler
Is abcd company direct appropriate for my business?,biz_simpler
I have a proprietorship. Can I apply?,biz_simpler
I have a private company. Can I apply?,biz_simpler
How is abcd company direct right for my business?,biz_simpler
From you can I take the loan?,biz_simpler
For what type of business this loan is provided?,biz_simpler
Firms which can apply for this loan?,biz_simpler
Do you offer loan to business like ours?,biz_simpler
Can my business take loan from you?,biz_simpler
Can my business avail abcd company direct?,biz_simpler
Which business can take loan from you?,biz_simpler
What types of companies do you give loans to?,biz_simpler
What types of businesses does your loan caters?,biz_simpler
What kind of companies use this loan,biz_simpler
What kind of companies use abcd company direct,biz_simpler
Can I take the business loan from your company?,biz_simpler
Can I take the business loan from you?,biz_simpler
Can I take loan from your company?,biz_simpler
Can can be taken by any business?,biz_simpler
Businesses which can avail services of abcd company direct?,biz_simpler
Any business can take this loan?,biz_simpler
abcd company provides loan to which type of business?,biz_simpler
abcd company is for providing loan and is available for all kind of biz?,biz_simpler
abcd company gives loan to which kind to businesses?,biz_simpler
abcd company direct would be suitable for my business?,biz_simpler
abcd company direct will be offered to which types of business?,biz_simpler
abcd company direct is given to which of the businesses?,biz_simpler
abcd company direct is given to what kind of businesses?,biz_simpler
abcd company direct is delivered for what kinds of businesses?,biz_simpler
abcd company direct is available for my business?,biz_simpler
abcd company direct could be used for what type of business?,biz_simpler
abcd company direct caters to what kind of business?,biz_simpler
abcd company direct can used by which business?,biz_simpler
abcd company direct can be used in my business?,biz_simpler
abcd company direct can be used by which of the businesses?,biz_simpler
abcd company direct can be used by business of which types?,biz_simpler
Is this loan give only to firms?,biz_simpler
Can my business apply for abcd company direct?,biz_simpler
Who can take loan from abcd company?,biz_simpler
this loan give only to business?,biz_simpler
this loan give only to businesses?,biz_simpler
this loan give only to companies?,biz_simpler
What kind of business can take loan from you?,biz_simpler
Types of companies you give loans to?,biz_simpler
Types of business which can apply for this loan of abcd company?,biz_simpler
Types of business that can have loan from you?,biz_simpler
Types of business that can have loan?,biz_simpler
Types of businesses which can apply for loan from your company?,biz_simpler
Which businesses does this loan caters to?,biz_simpler
Which type of business can apply for abcd company direct?,biz_simpler
Which types of business can have loan from you?,biz_simpler
Who can apply for abcd company direct?,biz_simpler
Who can take loan from abcd company?,biz_simpler
You will provide your loan to us?,biz_simpler
Your company gives loan to what kind of businesses?,biz_simpler
You provide loan of which business?,biz_simpler
You give loan to which types of business?,biz_simpler
Would abcd company direct be right for my business,biz_simpler
Will you give me your loan?,biz_simpler
To which types of companies do you give loans,biz_simpler
To which types of businesses do you offer loan?,biz_simpler
I can have what type of loan amount?,borrow_limit
How much money can I take as loan?,borrow_limit
How much loan can I get?,borrow_limit
How much loan can I get ?,borrow_limit
How much loan amount I can get?,borrow_limit
How much loan amount can I take as a loan?,borrow_limit
Amount till which you give loans to busineses?,borrow_limit
As a loan how much loan amount can I take?,borrow_limit
As a loan how much money can I have?,borrow_limit
As loan how money can I have?,borrow_limit
When will I have to give back the loan amount I take from abcd company direct?,borrow_limit
What si the borrow limit?,borrow_limit
What loan amount I can get as loan?,borrow_limit
What is your borrowing limit?,borrow_limit
What is the total amount I can borrow from this loan?,borrow_limit
What is the money I can borrow from this loan?,borrow_limit
What is the loan amount I can take as loan?,borrow_limit
What is the limit of loan I can have?,borrow_limit
What is money I Can take as a loan?,borrow_limit
What is amount you give money to businesses?,borrow_limit
What are the loan amounts that I can have?,borrow_limit
What are the different loan amount I can have?,borrow_limit
What amount of loan I can take from you?,borrow_limit
Total money I can borrow from your loan?,borrow_limit
Total amount of money I can have from your simplerloan?,borrow_limit
Total amount of money I can have from your abcd company direct?,borrow_limit
Total amount I can borrow from your loan?,borrow_limit
Till what amount do you give loan?,borrow_limit
Till amount which you give loan to businesses?,borrow_limit
Tell me the money I can borrow from the loan?,borrow_limit
Tell me the loan amount I can take from you?,borrow_limit
Tell me the limit on loan that I have?,borrow_limit
What is the borrowing limit?,borrow_limit
Loan amount I can take from you?,borrow_limit
Loan amount I can have?,borrow_limit
Limit of money I can take as loan?,borrow_limit
Need information about the money I can take from simplerloan?,borrow_limit
Please send information about the amount of money I can have from this loan?,borrow_limit
Please send information about the money I can have from this loan?,borrow_limit
Need information about the money I can take from abcd company direct?,borrow_limit
Need information about the amount I can take from this loan?,borrow_limit
Need information about the amount I can take from abcd company direct?,borrow_limit
Need details about how much money I can take from abcd company direct?,borrow_limit
Need details about how much money I can take?,borrow_limit
Need details about how much amount I can take from this loan?,borrow_limit
Need details about how much amount I can take from abcd company direct?,borrow_limit
Most money I can have as loan?,borrow_limit
Money I can borrow from your company?,borrow_limit
Money I can borrow from this loan?,borrow_limit
Please tell me the amount I can borrow?,borrow_limit
Please tell me the amount I can borrow from abcd company direct?,borrow_limit
Please tell me the amount I can borrow from this loan?,borrow_limit
Please tell me the money I can borrow from abcd company direct?,borrow_limit
Send info about the amount I can have from this loan?,borrow_limit
Send info about the money I can have from this loan?,borrow_limit
Tell me the amount I can borrow from the loan?,borrow_limit
What are the various purposes that abcd company direct can be used for?,borrow_use
What are the various functions that abcd company direct can be used for?,borrow_use
What are the different things where abcd company direct is benificial?,borrow_use
What are the different things that abcd company direct can be used for,borrow_use
What are the different reasons this borrowed amount is valid?,borrow_use
What are the different purposes this borrowed money is valid?,borrow_use
What are the different purposes this borrowed amount is valid?,borrow_use
What are the different objectives can I fulfill with abcd company direct,borrow_use
Various reasons I can use the borrow money?,borrow_use
Various reasons I can use the borrowed amount?,borrow_use
Various purposes I can use the borrowed amount?,borrow_use
Use cases for this loan?,borrow_use
Use cases for abcd company direct,borrow_use
Which purposes can this borrowed money be used for?,borrow_use
if i am a stock market trader then can i get the loan,borrow_use
stock market trader then can i get the loan,borrow_use
stock market trader i need loan,borrow_use
stock market trader i need loan from abcd company,borrow_use
From abcd company i need loan and i'm in trading,borrow_use
Loan amount can be used where?,borrow_use
can i get loan for trading in stocks,borrow_use
Need loan for trading,borrow_use
For what reasons can I use abcd company direct?,borrow_use
For what reasons can I use the borrowed amount?,borrow_use
For what scenarios will abcd company direct help?,borrow_use
For what scenarios will this loan help?,borrow_use
For which functions will I use abcd company direct?,borrow_use
For which functions will I use this loan?,borrow_use
For which of the purposes will I use abcd company direct?,borrow_use
I can use the borrowed amount for what purpose?,borrow_use
I can use the borrowed amount for what reason?,borrow_use
In which scenarios would be abcd company direct useful?,borrow_use
In which scenarios would be this loan useful?,borrow_use
Is there any restriction on how I use the borrowed money for?,borrow_use
Loan amount can be used for doing what?,borrow_use
can i get loan for trading,borrow_use
Loan can be used for which purposes?,borrow_use
Loan I can use for which purposes?,borrow_use
Loan money Can be used where?,borrow_use
Loan money use?,borrow_use
loan would be used by me for which purposes?,borrow_use
Money of the loan can be used where?,borrow_use
Money taken by abcd company direct can be used where?,borrow_use
Need to taking abcd company direct?,borrow_use
Objective I can achieve by using abcd company direct?,borrow_use
Objective I can achieve by using this loan?,borrow_use
Please tell me where can I use abcd company direct,borrow_use
projects can I use the borrowed amount in ?,borrow_use
Purposes I can use the borrowed amount for?,borrow_use
reasons I can use the borrowed amount for?,borrow_use
Tell me the places where I can use the loaned amount?,borrow_use
Tell me what can I do with the loaned amount?,borrow_use
Tell me which objectives can I fulfill with abcd company direct?,borrow_use
The loaned amount can be used where?,borrow_use
Things for which abcd company direct would be useful?,borrow_use
Why to take abcd company direct?,borrow_use
Which reasons can this borrowed money be used for?,borrow_use
Amount granted by abcd company direct can be used by me for which purposes?,borrow_use
abcd company direct would be used by me for which purposes?,borrow_use
abcd company direct would be used by me for which functions,borrow_use
abcd company direct would be used by me for what purposes?,borrow_use
abcd company direct would be benificial for me in which purposes,borrow_use
abcd company direct can be use for which scenarios?,borrow_use
abcd company direct can be use for which purposes?,borrow_use
abcd company direct can be used by me for what purposes?,borrow_use
abcd company direct can be used by me for what kind of functions?,borrow_use
this loan would be used by me for which functions,borrow_use
Amount I can use for what reasons?,borrow_use
borrowed amount can be used for which of the purposes?,borrow_use
borrowed amount given can used by me for what reasons?,borrow_use
borrowed amount given can used by me for which purposes?,borrow_use
borrowed money can be used for which of the purposes?,borrow_use
borrow money given can used by me for what reasons?,borrow_use
